Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,20-24,C1,T1,NH001,Crude,BOC03,AGE02,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),1.4,1.4,,,0.9,2.2,Age,25-44,C1,T1,NH001,Crude,BOC03,AGE04,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.1,7.1,,,5.9,8.5,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),25.4,25.4,,,21.6,29.7,Age,65+,C1,T1,NH001,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),9.8,9.8,,,8.5,11.3,Age,35+,C1,T1,NH001,Crude,BOC03,AGE07,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),30.9,30.9,,,25.7,36.6,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.1,8.1,,,6.8,9.5,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.4,7.4,,,6.0,9.0,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.1,8.1,,,6.6,10.0,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T1,NH001,AgeStdz,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T1,NH001,Crude,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.7,7.7,,,5.3,11.1,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.6,6.6,,,4.2,10.2,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.7,6.7,,,5.7,7.8,Overall,Overall,C1,T1,NH001,Crude,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.4,6.4,,,5.7,7.2,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),8.5,8.5,,,7.4,9.6,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,,,7.0,10.0,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),5.0,5.0,,,4.1,6.2,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),4.7,4.7,,,3.9,5.6,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,20-24,C1,T1,NH001,Crude,BOC03,AGE02,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),1.3,1.3,,,0.8,2.0,Age,25-44,C1,T1,NH001,Crude,BOC03,AGE04,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.2,7.2,,,6.2,8.3,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),20.8,20.8,,,17.7,24.2,Age,65+,C1,T1,NH001,Crude,BOC03,AGE06,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),9.0,9.0,,,7.8,10.4,Age,35+,C1,T1,NH001,Crude,BOC03,AGE07,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),27.2,27.2,,,24.6,30.1,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.4,7.4,,,6.1,9.0,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.6,7.6,,,6.7,8.5,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.0,7.0,,,5.9,8.2,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T1,NH001,AgeStdz,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C1,T1,NH001,Crude,BOC04,RAC04,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),4.6,4.6,,,2.9,7.2,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),5.9,5.9,,,3.9,8.7,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.2,6.2,,,5.5,7.0,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.7,6.7,,,5.7,7.7,Overall,Overall,C1,T1,NH001,Crude,BOC01,OVR01,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.4,7.4,,,6.3,8.7,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.6,7.6,,,6.2,9.4,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),5.8,5.8,,,5.0,6.6,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),5.2,5.2,,,4.5,6.1,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Age,20-24,C1,T1,NH001,Crude,BOC03,AGE02,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),1.4,1.4,,,0.9,2.3,Age,25-44,C1,T1,NH001,Crude,BOC03,AGE04,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),5.9,5.9,,,4.9,7.1,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),22.5,22.5,,,20.1,25.0,Age,65+,C1,T1,NH001,Crude,BOC03,AGE06,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),9.0,9.0,,,7.9,10.2,Age,35+,C1,T1,NH001,Crude,BOC03,AGE07,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),27.2,27.2,,,23.1,31.8,Age,75+,C1,T1,NH001,Crude,BOC03,AGE08,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.1,7.1,,,6.0,8.3,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.4,7.4,,,6.2,8.9,Race,Non-Hispanic Black,C1,T1,NH001,AgeStdz,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.9,6.9,,,5.9,8.1,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),3.8,3.8,,,2.6,5.4,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),4.4,4.4,,,3.4,5.7,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.0,6.0,,,4.8,7.6,Race,Hispanic,C1,T1,NH001,AgeStdz,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),4.4,4.4,,,3.2,6.1,Race,Hispanic,C1,T1,NH001,Crude,BOC04,RAC04,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.5,7.5,,,5.5,10.0,Race,Other,C1,T1,NH001,AgeStdz,BOC04,RAC07,59,
2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.9,6.9,,,4.5,10.6,Race,Other,C1,T1,NH001,Crude,BOC04,RAC07,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.4,7.4,,,6.5,8.4,Overall,Overall,C1,T1,NH001,Crude,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),6.7,6.7,,,5.9,7.6,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.9,7.9,,,6.7,9.3,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,,,7.2,9.8,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.5,6.5,,,5.2,8.1,Gender,Female,C1,T1,NH001,Crude,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),5.8,5.8,,,4.6,7.2,Gender,Female,C1,T1,NH001,AgeStdz,BOC02,GEN02,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),0.6,0.6,,,0.4,1.2,Age,20-24,C1,T1,NH001,Crude,BOC03,AGE02,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),1.3,1.3,,,0.8,2.1,Age,25-44,C1,T1,NH001,Crude,BOC03,AGE04,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),6.2,6.2,,,5.2,7.5,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),25.2,25.2,,,22.5,28.2,Age,65+,C1,T1,NH001,Crude,BOC03,AGE06,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),10.0,10.0,,,8.8,11.3,Age,35+,C1,T1,NH001,Crude,BOC03,AGE07,59,
2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.7,8.7,,,7.4,10.1,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,
